source_node_id;soure_node_entity;sink_node_id;sind_node_entity;association_type;sequence
33791;Issue;12245;Component;IssueComponent;
33793;Issue;11928;Component;IssueComponent;
33793;Issue;12701;Version;IssueFixVersion;
33795;Issue;13334;Version;IssueFixVersion;
33796;Issue;19332;Version;IssueFixVersion;
33797;Issue;12339;Component;IssueComponent;
33797;Issue;13304;Version;IssueFixVersion;
33798;Issue;12338;Component;IssueComponent;
33798;Issue;12339;Component;IssueComponent;
33798;Issue;13304;Version;IssueFixVersion;
33799;Issue;11400;Component;IssueComponent;
33799;Issue;13813;Component;IssueComponent;
33804;Issue;12311;Component;IssueComponent;
33804;Issue;13302;Version;IssueFixVersion;
33804;Issue;13302;Version;IssueVersion;
33805;Issue;12365;Component;IssueComponent;
33806;Issue;11928;Component;IssueComponent;
33806;Issue;12701;Version;IssueFixVersion;
33808;Issue;12306;Component;IssueComponent;
33808;Issue;13300;Version;IssueFixVersion;
33808;Issue;13300;Version;IssueVersion;
33809;Issue;12388;Component;IssueComponent;
33809;Issue;13321;Version;IssueFixVersion;
33810;Issue;12358;Component;IssueComponent;
33810;Issue;14726;Version;IssueFixVersion;
33811;Issue;13321;Version;IssueFixVersion;
33813;Issue;11702;Component;IssueComponent;
33816;Issue;12343;Component;IssueComponent;
33816;Issue;13304;Version;IssueFixVersion;
33818;Issue;12375;Component;IssueComponent;
33821;Issue;13302;Version;IssueFixVersion;
33821;Issue;13302;Version;IssueVersion;
33823;Issue;12339;Component;IssueComponent;
33823;Issue;13304;Version;IssueFixVersion;
33827;Issue;13321;Version;IssueFixVersion;
33828;Issue;12288;Component;IssueComponent;
33829;Issue;13304;Version;IssueFixVersion;
33831;Issue;13321;Version;IssueFixVersion;
33832;Issue;13321;Version;IssueFixVersion;
33833;Issue;12310;Component;IssueComponent;
33833;Issue;13302;Version;IssueFixVersion;
33833;Issue;13302;Version;IssueVersion;
33834;Issue;12328;Component;IssueComponent;
33835;Issue;12328;Component;IssueComponent;
33836;Issue;12293;Component;IssueComponent;
33836;Issue;12328;Component;IssueComponent;
33838;Issue;12313;Component;IssueComponent;
33838;Issue;13302;Version;IssueFixVersion;
33838;Issue;13302;Version;IssueVersion;
33842;Issue;12339;Component;IssueComponent;
33842;Issue;13304;Version;IssueFixVersion;
33845;Issue;12311;Component;IssueComponent;
33845;Issue;13302;Version;IssueFixVersion;
33845;Issue;13302;Version;IssueVersion;
33847;Issue;15373;Component;IssueComponent;
33848;Issue;15373;Component;IssueComponent;
33849;Issue;15373;Component;IssueComponent;
33851;Issue;15373;Component;IssueComponent;
33852;Issue;15373;Component;IssueComponent;
33853;Issue;11931;Component;IssueComponent;
33853;Issue;12805;Version;IssueFixVersion;
33855;Issue;13304;Version;IssueFixVersion;
33856;Issue;13304;Version;IssueFixVersion;
33857;Issue;12354;Component;IssueComponent;
33857;Issue;13321;Version;IssueFixVersion;
33870;Issue;12307;Component;IssueComponent;
33870;Issue;13300;Version;IssueFixVersion;
33870;Issue;13300;Version;IssueVersion;
33871;Issue;12439;Component;IssueComponent;
33872;Issue;12310;Component;IssueComponent;
33872;Issue;13302;Version;IssueFixVersion;
33872;Issue;13302;Version;IssueVersion;
33873;Issue;12310;Component;IssueComponent;
33873;Issue;13302;Version;IssueFixVersion;
33873;Issue;13302;Version;IssueVersion;
33878;Issue;12310;Component;IssueComponent;
33878;Issue;13302;Version;IssueFixVersion;
33878;Issue;13302;Version;IssueVersion;
33879;Issue;13003;Version;IssueFixVersion;
33880;Issue;13003;Version;IssueFixVersion;
33881;Issue;12339;Component;IssueComponent;
33881;Issue;12342;Component;IssueComponent;
33882;Issue;11929;Component;IssueComponent;
33882;Issue;12805;Version;IssueFixVersion;
33885;Issue;11902;Component;IssueComponent;
33885;Issue;12701;Version;IssueFixVersion;
33886;Issue;12312;Component;IssueComponent;
33886;Issue;13302;Version;IssueFixVersion;
33886;Issue;13302;Version;IssueVersion;
33889;Issue;12337;Component;IssueComponent;
33890;Issue;12337;Component;IssueComponent;
33891;Issue;12357;Component;IssueComponent;
33891;Issue;13321;Version;IssueFixVersion;
33892;Issue;12237;Component;IssueComponent;
33893;Issue;10308;Version;IssueFixVersion;
33894;Issue;11929;Component;IssueComponent;
33895;Issue;10308;Version;IssueFixVersion;
33897;Issue;12310;Component;IssueComponent;
33897;Issue;13302;Version;IssueVersion;
33897;Issue;13906;Version;IssueFixVersion;
33898;Issue;12237;Component;IssueComponent;
33900;Issue;15373;Component;IssueComponent;
33902;Issue;12237;Component;IssueComponent;
33903;Issue;13003;Version;IssueFixVersion;
33904;Issue;12304;Component;IssueComponent;
33904;Issue;13300;Version;IssueFixVersion;
33905;Issue;13003;Version;IssueFixVersion;
33906;Issue;12328;Component;IssueComponent;
33907;Issue;12288;Component;IssueComponent;
33908;Issue;12375;Component;IssueComponent;
33909;Issue;12338;Component;IssueComponent;
33910;Issue;12375;Component;IssueComponent;
33911;Issue;12375;Component;IssueComponent;
33915;Issue;11902;Component;IssueComponent;
33915;Issue;12701;Version;IssueFixVersion;
33917;Issue;12237;Component;IssueComponent;
33925;Issue;11909;Component;IssueComponent;
33925;Issue;13209;Version;IssueFixVersion;
33933;Issue;12311;Component;IssueComponent;
33933;Issue;13302;Version;IssueFixVersion;
33933;Issue;13302;Version;IssueVersion;
33939;Issue;12245;Component;IssueComponent;
33965;Issue;12304;Component;IssueComponent;
33965;Issue;13300;Version;IssueFixVersion;
33965;Issue;13300;Version;IssueVersion;
33966;Issue;11930;Component;IssueComponent;
33966;Issue;12701;Version;IssueFixVersion;
33968;Issue;12436;Component;IssueComponent;
33970;Issue;12234;Component;IssueComponent;
33972;Issue;11929;Component;IssueComponent;
33973;Issue;12375;Component;IssueComponent;
33978;Issue;12360;Component;IssueComponent;
33979;Issue;11913;Component;IssueComponent;
33979;Issue;13209;Version;IssueFixVersion;
33981;Issue;11928;Component;IssueComponent;
33981;Issue;12701;Version;IssueFixVersion;
33983;Issue;13300;Version;IssueFixVersion;
33983;Issue;13300;Version;IssueVersion;
33985;Issue;12288;Component;IssueComponent;
33991;Issue;19025;Version;IssueFixVersion;
33994;Issue;11913;Component;IssueComponent;
33994;Issue;12701;Version;IssueFixVersion;
33995;Issue;13321;Version;IssueFixVersion;
33997;Issue;12311;Component;IssueComponent;
33997;Issue;13910;Version;IssueFixVersion;
33997;Issue;13910;Version;IssueVersion;
34003;Issue;15207;Component;IssueComponent;
34016;Issue;14627;Version;IssueVersion;
34016;Issue;14640;Version;IssueFixVersion;
34019;Issue;12306;Component;IssueComponent;
34019;Issue;13300;Version;IssueFixVersion;
34019;Issue;13300;Version;IssueVersion;
34042;Issue;27912;Version;IssueFixVersion;
34051;Issue;12304;Component;IssueComponent;
34051;Issue;13300;Version;IssueFixVersion;
34051;Issue;13300;Version;IssueVersion;
34060;Issue;12242;Component;IssueComponent;
34061;Issue;12388;Component;IssueComponent;
34061;Issue;14202;Version;IssueFixVersion;
34062;Issue;12388;Component;IssueComponent;
34062;Issue;14202;Version;IssueFixVersion;
34063;Issue;12388;Component;IssueComponent;
34063;Issue;14202;Version;IssueFixVersion;
34064;Issue;12388;Component;IssueComponent;
34064;Issue;13321;Version;IssueFixVersion;
34065;Issue;12358;Component;IssueComponent;
34065;Issue;13321;Version;IssueFixVersion;
34065;Issue;13321;Version;IssueVersion;
34068;Issue;11927;Component;IssueComponent;
34070;Issue;12311;Component;IssueComponent;
34070;Issue;13302;Version;IssueFixVersion;
34070;Issue;13302;Version;IssueVersion;
34071;Issue;13321;Version;IssueFixVersion;
34072;Issue;10400;Version;IssueFixVersion;
34073;Issue;12304;Component;IssueComponent;
34073;Issue;13300;Version;IssueFixVersion;
34073;Issue;13300;Version;IssueVersion;
34074;Issue;12209;Component;IssueComponent;
34074;Issue;12251;Component;IssueComponent;
34075;Issue;11909;Component;IssueComponent;
34075;Issue;13209;Version;IssueFixVersion;
34076;Issue;12304;Component;IssueComponent;
34076;Issue;12306;Component;IssueComponent;
34076;Issue;13300;Version;IssueFixVersion;
34076;Issue;13300;Version;IssueVersion;
34077;Issue;16576;Version;IssueFixVersion;
34078;Issue;11909;Component;IssueComponent;
34078;Issue;13211;Version;IssueFixVersion;
34080;Issue;10305;Component;IssueComponent;
34080;Issue;13003;Version;IssueFixVersion;
34081;Issue;19332;Version;IssueFixVersion;
34082;Issue;10310;Version;IssueVersion;
34082;Issue;10311;Version;IssueFixVersion;
34084;Issue;12306;Component;IssueComponent;
34084;Issue;12307;Component;IssueComponent;
34084;Issue;13300;Version;IssueFixVersion;
34084;Issue;13300;Version;IssueVersion;
34085;Issue;12357;Component;IssueComponent;
34089;Issue;11400;Component;IssueComponent;
34089;Issue;13813;Component;IssueComponent;
34089;Issue;13821;Component;IssueComponent;
34090;Issue;11400;Component;IssueComponent;
34090;Issue;13813;Component;IssueComponent;
34091;Issue;13410;Version;IssueFixVersion;
34092;Issue;13410;Version;IssueFixVersion;
34093;Issue;12357;Component;IssueComponent;
34094;Issue;13410;Version;IssueFixVersion;
34096;Issue;12304;Component;IssueComponent;
34096;Issue;13300;Version;IssueFixVersion;
34096;Issue;13300;Version;IssueVersion;
34100;Issue;12362;Component;IssueComponent;
34100;Issue;13321;Version;IssueFixVersion;
34101;Issue;11930;Component;IssueComponent;
34101;Issue;12701;Version;IssueFixVersion;
34102;Issue;13302;Version;IssueFixVersion;
34103;Issue;12342;Component;IssueComponent;
34103;Issue;13305;Version;IssueFixVersion;
34104;Issue;13300;Version;IssueFixVersion;
34105;Issue;13300;Version;IssueFixVersion;
34107;Issue;11913;Component;IssueComponent;
34107;Issue;13209;Version;IssueFixVersion;
34108;Issue;13300;Version;IssueFixVersion;
34109;Issue;13300;Version;IssueFixVersion;
34110;Issue;13300;Version;IssueFixVersion;
34111;Issue;13300;Version;IssueFixVersion;
34112;Issue;13300;Version;IssueFixVersion;
34113;Issue;13300;Version;IssueFixVersion;
34115;Issue;13321;Version;IssueFixVersion;
34118;Issue;13300;Version;IssueFixVersion;
34120;Issue;12343;Component;IssueComponent;
34120;Issue;13305;Version;IssueFixVersion;
34125;Issue;10311;Version;IssueFixVersion;
34134;Issue;11918;Component;IssueComponent;
34134;Issue;12701;Version;IssueFixVersion;
34135;Issue;12500;Version;IssueVersion;
34135;Issue;13338;Version;IssueFixVersion;
34136;Issue;12249;Component;IssueComponent;
34137;Issue;12314;Component;IssueComponent;
34137;Issue;13302;Version;IssueFixVersion;
34137;Issue;13302;Version;IssueVersion;
34138;Issue;19332;Version;IssueFixVersion;
34141;Issue;13003;Version;IssueFixVersion;
34142;Issue;12255;Component;IssueComponent;
34142;Issue;13422;Version;IssueFixVersion;
34143;Issue;11938;Component;IssueComponent;
34143;Issue;12701;Version;IssueFixVersion;
34144;Issue;12293;Component;IssueComponent;
34144;Issue;12375;Component;IssueComponent;
34145;Issue;12339;Component;IssueComponent;
34145;Issue;13304;Version;IssueFixVersion;
34147;Issue;12354;Component;IssueComponent;
34147;Issue;13321;Version;IssueFixVersion;
34148;Issue;12354;Component;IssueComponent;
34148;Issue;13321;Version;IssueFixVersion;
34149;Issue;10310;Version;IssueVersion;
34149;Issue;13325;Version;IssueFixVersion;
34150;Issue;14102;Version;IssueFixVersion;
34150;Issue;15224;Component;IssueComponent;
34151;Issue;14102;Version;IssueFixVersion;
34151;Issue;15224;Component;IssueComponent;
34152;Issue;14102;Version;IssueFixVersion;
34152;Issue;15224;Component;IssueComponent;
34153;Issue;14102;Version;IssueFixVersion;
34153;Issue;15224;Component;IssueComponent;
34154;Issue;14102;Version;IssueFixVersion;
34154;Issue;15224;Component;IssueComponent;
34155;Issue;14102;Version;IssueFixVersion;
34155;Issue;15224;Component;IssueComponent;
34156;Issue;14102;Version;IssueFixVersion;
34156;Issue;15224;Component;IssueComponent;
34157;Issue;14102;Version;IssueFixVersion;
34157;Issue;15224;Component;IssueComponent;
34158;Issue;14102;Version;IssueFixVersion;
34158;Issue;15224;Component;IssueComponent;
34159;Issue;14102;Version;IssueFixVersion;
34159;Issue;15224;Component;IssueComponent;
34160;Issue;14102;Version;IssueFixVersion;
34160;Issue;15224;Component;IssueComponent;
34161;Issue;15224;Component;IssueComponent;
34162;Issue;10310;Version;IssueVersion;
34162;Issue;10311;Version;IssueFixVersion;
34163;Issue;11929;Component;IssueComponent;
34163;Issue;12701;Version;IssueFixVersion;
34164;Issue;12306;Component;IssueComponent;
34164;Issue;13300;Version;IssueFixVersion;
34165;Issue;12288;Component;IssueComponent;
34166;Issue;11938;Component;IssueComponent;
34166;Issue;12805;Version;IssueFixVersion;
34169;Issue;12249;Component;IssueComponent;
34170;Issue;12377;Component;IssueComponent;
34170;Issue;13327;Version;IssueFixVersion;
34171;Issue;11928;Component;IssueComponent;
34172;Issue;13300;Version;IssueFixVersion;
34172;Issue;13300;Version;IssueVersion;
34173;Issue;12310;Component;IssueComponent;
34173;Issue;13906;Version;IssueFixVersion;
34173;Issue;13906;Version;IssueVersion;
34174;Issue;10308;Version;IssueFixVersion;
34175;Issue;12344;Component;IssueComponent;
34175;Issue;13304;Version;IssueVersion;
34176;Issue;13911;Version;IssueFixVersion;
34177;Issue;12342;Component;IssueComponent;
34177;Issue;13304;Version;IssueFixVersion;
34178;Issue;11929;Component;IssueComponent;
34178;Issue;12701;Version;IssueFixVersion;
34180;Issue;15224;Component;IssueComponent;
34182;Issue;11913;Component;IssueComponent;
34182;Issue;13209;Version;IssueFixVersion;
34183;Issue;11604;Version;IssueFixVersion;
34188;Issue;13300;Version;IssueFixVersion;
34189;Issue;12338;Component;IssueComponent;
34192;Issue;13300;Version;IssueFixVersion;
34193;Issue;12344;Component;IssueComponent;
34193;Issue;13305;Version;IssueFixVersion;
34194;Issue;11928;Component;IssueComponent;
34194;Issue;12701;Version;IssueFixVersion;
34195;Issue;13418;Version;IssueFixVersion;
34196;Issue;12344;Component;IssueComponent;
34196;Issue;13304;Version;IssueFixVersion;
34197;Issue;12401;Component;IssueComponent;
34198;Issue;11701;Component;IssueComponent;
34199;Issue;12401;Component;IssueComponent;
34200;Issue;13300;Version;IssueFixVersion;
34201;Issue;13321;Version;IssueVersion;
34202;Issue;13302;Version;IssueFixVersion;
34203;Issue;12401;Component;IssueComponent;
34204;Issue;12401;Component;IssueComponent;
34205;Issue;14501;Version;IssueFixVersion;
34206;Issue;13302;Version;IssueFixVersion;
34207;Issue;13910;Version;IssueFixVersion;
34207;Issue;13910;Version;IssueVersion;
34210;Issue;12315;Component;IssueComponent;
34210;Issue;13302;Version;IssueFixVersion;
34211;Issue;12315;Component;IssueComponent;
34211;Issue;13302;Version;IssueFixVersion;
34212;Issue;13300;Version;IssueFixVersion;
34212;Issue;13300;Version;IssueVersion;
34213;Issue;11702;Component;IssueComponent;
34214;Issue;11930;Component;IssueComponent;
34214;Issue;12701;Version;IssueFixVersion;
34215;Issue;11929;Component;IssueComponent;
34216;Issue;12318;Component;IssueComponent;
34217;Issue;13228;Version;IssueFixVersion;
34218;Issue;11928;Component;IssueComponent;
34218;Issue;12805;Version;IssueFixVersion;
34233;Issue;12378;Component;IssueComponent;
34233;Issue;12389;Component;IssueComponent;
34233;Issue;13327;Version;IssueFixVersion;
34235;Issue;13400;Version;IssueFixVersion;
34236;Issue;11938;Component;IssueComponent;
34236;Issue;12701;Version;IssueFixVersion;
34237;Issue;12235;Component;IssueComponent;
34238;Issue;11702;Component;IssueComponent;
34239;Issue;11702;Component;IssueComponent;
34240;Issue;11702;Component;IssueComponent;
34241;Issue;11702;Component;IssueComponent;
34242;Issue;11702;Component;IssueComponent;
34243;Issue;11702;Component;IssueComponent;
34244;Issue;11702;Component;IssueComponent;
34245;Issue;12235;Component;IssueComponent;
34246;Issue;11702;Component;IssueComponent;
34291;Issue;12256;Component;IssueComponent;
34292;Issue;11702;Component;IssueComponent;
34293;Issue;13305;Version;IssueFixVersion;
34301;Issue;13413;Version;IssueFixVersion;
34306;Issue;13336;Version;IssueFixVersion;
34308;Issue;11702;Component;IssueComponent;
34309;Issue;10308;Version;IssueFixVersion;
34400;Issue;11938;Component;IssueComponent;
34400;Issue;12701;Version;IssueFixVersion;
34404;Issue;11702;Component;IssueComponent;
34405;Issue;11702;Component;IssueComponent;
34406;Issue;11702;Component;IssueComponent;
34407;Issue;11702;Component;IssueComponent;
34409;Issue;13334;Version;IssueFixVersion;
34410;Issue;11702;Component;IssueComponent;
34411;Issue;13326;Version;IssueFixVersion;
34411;Issue;13513;Version;IssueFixVersion;
34412;Issue;13302;Version;IssueFixVersion;
34412;Issue;13302;Version;IssueVersion;
34415;Issue;12308;Component;IssueComponent;
34415;Issue;13300;Version;IssueFixVersion;
34417;Issue;14102;Version;IssueFixVersion;
34417;Issue;15224;Component;IssueComponent;
34418;Issue;14102;Version;IssueFixVersion;
34418;Issue;15224;Component;IssueComponent;
34419;Issue;14102;Version;IssueFixVersion;
34419;Issue;15224;Component;IssueComponent;
34421;Issue;13302;Version;IssueFixVersion;
34422;Issue;13321;Version;IssueFixVersion;
34423;Issue;12315;Component;IssueComponent;
34423;Issue;13302;Version;IssueFixVersion;
34430;Issue;10308;Version;IssueFixVersion;
34434;Issue;19218;Version;IssueFixVersion;
34435;Issue;12315;Component;IssueComponent;
34435;Issue;13302;Version;IssueFixVersion;
34437;Issue;11928;Component;IssueComponent;
34437;Issue;12701;Version;IssueFixVersion;
34438;Issue;14102;Version;IssueFixVersion;
34438;Issue;15224;Component;IssueComponent;
34439;Issue;14102;Version;IssueFixVersion;
34439;Issue;15224;Component;IssueComponent;
34440;Issue;14102;Version;IssueFixVersion;
34440;Issue;15224;Component;IssueComponent;
34441;Issue;14102;Version;IssueFixVersion;
34441;Issue;15224;Component;IssueComponent;
34442;Issue;14102;Version;IssueFixVersion;
34442;Issue;15224;Component;IssueComponent;
34443;Issue;14102;Version;IssueFixVersion;
34443;Issue;15224;Component;IssueComponent;
34444;Issue;14102;Version;IssueFixVersion;
34444;Issue;15224;Component;IssueComponent;
34450;Issue;11701;Component;IssueComponent;
34453;Issue;11702;Component;IssueComponent;
34455;Issue;11701;Component;IssueComponent;
34456;Issue;12308;Component;IssueComponent;
34456;Issue;13300;Version;IssueFixVersion;
34458;Issue;11930;Component;IssueComponent;
34458;Issue;12104;Component;IssueComponent;
34458;Issue;12805;Version;IssueFixVersion;
34460;Issue;11930;Component;IssueComponent;
34460;Issue;12104;Component;IssueComponent;
34460;Issue;12701;Version;IssueFixVersion;
34461;Issue;13300;Version;IssueFixVersion;
34461;Issue;13300;Version;IssueVersion;
34462;Issue;13300;Version;IssueFixVersion;
34462;Issue;13300;Version;IssueVersion;
34463;Issue;13300;Version;IssueFixVersion;
34464;Issue;13302;Version;IssueFixVersion;
34465;Issue;12354;Component;IssueComponent;
34466;Issue;12354;Component;IssueComponent;
34466;Issue;13321;Version;IssueFixVersion;
34467;Issue;12354;Component;IssueComponent;
34467;Issue;13321;Version;IssueFixVersion;
34468;Issue;12315;Component;IssueComponent;
34468;Issue;13302;Version;IssueFixVersion;
34469;Issue;12354;Component;IssueComponent;
34469;Issue;13321;Version;IssueFixVersion;
34470;Issue;12315;Component;IssueComponent;
34470;Issue;13302;Version;IssueFixVersion;
34471;Issue;12354;Component;IssueComponent;
34471;Issue;13321;Version;IssueFixVersion;
34472;Issue;11930;Component;IssueComponent;
34472;Issue;12701;Version;IssueFixVersion;
34473;Issue;12307;Component;IssueComponent;
34473;Issue;13300;Version;IssueFixVersion;
34473;Issue;13300;Version;IssueVersion;
34474;Issue;12354;Component;IssueComponent;
34474;Issue;13321;Version;IssueFixVersion;
34475;Issue;12358;Component;IssueComponent;
34475;Issue;13321;Version;IssueFixVersion;
34476;Issue;13300;Version;IssueFixVersion;
34476;Issue;13300;Version;IssueVersion;
34477;Issue;12308;Component;IssueComponent;
34477;Issue;13300;Version;IssueFixVersion;
34478;Issue;11604;Version;IssueFixVersion;
34479;Issue;11913;Component;IssueComponent;
34479;Issue;13211;Version;IssueFixVersion;
34480;Issue;10305;Component;IssueComponent;
34480;Issue;10308;Version;IssueFixVersion;
34481;Issue;11913;Component;IssueComponent;
34481;Issue;13211;Version;IssueFixVersion;
34484;Issue;11909;Component;IssueComponent;
34484;Issue;11931;Component;IssueComponent;
34484;Issue;13209;Version;IssueFixVersion;
34485;Issue;12305;Component;IssueComponent;
34485;Issue;12306;Component;IssueComponent;
34485;Issue;13300;Version;IssueFixVersion;
34485;Issue;13300;Version;IssueVersion;
34486;Issue;12306;Component;IssueComponent;
34486;Issue;13300;Version;IssueFixVersion;
34486;Issue;13300;Version;IssueVersion;
34487;Issue;12308;Component;IssueComponent;
34487;Issue;13300;Version;IssueFixVersion;
34490;Issue;16470;Version;IssueFixVersion;
34493;Issue;16470;Version;IssueFixVersion;
34494;Issue;11400;Component;IssueComponent;
34494;Issue;14016;Component;IssueComponent;
34496;Issue;11702;Component;IssueComponent;
34497;Issue;12005;Version;IssueFixVersion;
34497;Issue;14016;Component;IssueComponent;
34503;Issue;10308;Version;IssueFixVersion;
34504;Issue;12302;Component;IssueComponent;
34504;Issue;12303;Component;IssueComponent;
34504;Issue;13300;Version;IssueFixVersion;
34504;Issue;13300;Version;IssueVersion;
34505;Issue;12312;Component;IssueComponent;
34506;Issue;12312;Component;IssueComponent;
34507;Issue;15373;Component;IssueComponent;
34508;Issue;12312;Component;IssueComponent;
34510;Issue;14016;Component;IssueComponent;
34511;Issue;13338;Version;IssueFixVersion;
34512;Issue;14016;Component;IssueComponent;
34512;Issue;16310;Version;IssueFixVersion;
34513;Issue;14016;Component;IssueComponent;
34513;Issue;16310;Version;IssueFixVersion;
34514;Issue;11904;Component;IssueComponent;
34514;Issue;13209;Version;IssueFixVersion;
34515;Issue;14016;Component;IssueComponent;
34515;Issue;16310;Version;IssueFixVersion;
34516;Issue;14016;Component;IssueComponent;
34523;Issue;12306;Component;IssueComponent;
34523;Issue;13300;Version;IssueFixVersion;
34524;Issue;11928;Component;IssueComponent;
34524;Issue;12701;Version;IssueFixVersion;
34528;Issue;12333;Component;IssueComponent;
34531;Issue;12234;Component;IssueComponent;
34532;Issue;12333;Component;IssueComponent;
34534;Issue;13321;Version;IssueFixVersion;
34535;Issue;11938;Component;IssueComponent;
34535;Issue;12701;Version;IssueFixVersion;
34537;Issue;11929;Component;IssueComponent;
34537;Issue;12701;Version;IssueFixVersion;
34538;Issue;12308;Component;IssueComponent;
34541;Issue;11929;Component;IssueComponent;
34542;Issue;11929;Component;IssueComponent;
34542;Issue;12701;Version;IssueFixVersion;
34543;Issue;11502;Component;IssueComponent;
34543;Issue;13003;Version;IssueFixVersion;
34545;Issue;12304;Component;IssueComponent;
34545;Issue;13300;Version;IssueFixVersion;
34545;Issue;13300;Version;IssueVersion;
34546;Issue;12365;Component;IssueComponent;
34546;Issue;13300;Version;IssueFixVersion;
34550;Issue;13400;Version;IssueFixVersion;
34552;Issue;13300;Version;IssueFixVersion;
34557;Issue;12601;Version;IssueFixVersion;
34558;Issue;11400;Component;IssueComponent;
34593;Issue;13301;Version;IssueFixVersion;
34594;Issue;12257;Component;IssueComponent;
34595;Issue;12257;Component;IssueComponent;
34596;Issue;12344;Component;IssueComponent;
34596;Issue;13305;Version;IssueFixVersion;
34597;Issue;13305;Version;IssueFixVersion;
34598;Issue;13003;Version;IssueFixVersion;
34600;Issue;15224;Component;IssueComponent;
34601;Issue;17854;Component;IssueComponent;
34602;Issue;15224;Component;IssueComponent;
34604;Issue;15224;Component;IssueComponent;
34605;Issue;15224;Component;IssueComponent;
34606;Issue;17854;Component;IssueComponent;
34607;Issue;15224;Component;IssueComponent;
34608;Issue;15224;Component;IssueComponent;
34609;Issue;15224;Component;IssueComponent;
34610;Issue;15224;Component;IssueComponent;
34611;Issue;14102;Version;IssueFixVersion;
34611;Issue;15224;Component;IssueComponent;
34612;Issue;14102;Version;IssueFixVersion;
34612;Issue;15224;Component;IssueComponent;
34613;Issue;11929;Component;IssueComponent;
34613;Issue;12701;Version;IssueFixVersion;
34614;Issue;15224;Component;IssueComponent;
34615;Issue;14102;Version;IssueFixVersion;
34615;Issue;15224;Component;IssueComponent;
34616;Issue;14102;Version;IssueFixVersion;
34616;Issue;15224;Component;IssueComponent;
34617;Issue;11930;Component;IssueComponent;
34617;Issue;12701;Version;IssueFixVersion;
34618;Issue;13304;Version;IssueFixVersion;
34620;Issue;11938;Component;IssueComponent;
34620;Issue;12701;Version;IssueFixVersion;
34621;Issue;11938;Component;IssueComponent;
34622;Issue;12341;Component;IssueComponent;
34622;Issue;13305;Version;IssueFixVersion;
34623;Issue;12328;Component;IssueComponent;
34624;Issue;11928;Component;IssueComponent;
34624;Issue;12701;Version;IssueFixVersion;
34625;Issue;12234;Component;IssueComponent;
34626;Issue;11938;Component;IssueComponent;
34626;Issue;12701;Version;IssueFixVersion;
34628;Issue;11928;Component;IssueComponent;
34628;Issue;12805;Version;IssueFixVersion;
34629;Issue;12234;Component;IssueComponent;
34631;Issue;12342;Component;IssueComponent;
34631;Issue;13305;Version;IssueFixVersion;
34632;Issue;13305;Version;IssueFixVersion;
34633;Issue;12328;Component;IssueComponent;
34635;Issue;12328;Component;IssueComponent;
34641;Issue;12328;Component;IssueComponent;
34641;Issue;12375;Component;IssueComponent;
34649;Issue;11930;Component;IssueComponent;
34649;Issue;12805;Version;IssueFixVersion;
34650;Issue;13304;Version;IssueFixVersion;
34651;Issue;11928;Component;IssueComponent;
34651;Issue;12805;Version;IssueFixVersion;
34652;Issue;13300;Version;IssueFixVersion;
34653;Issue;12338;Component;IssueComponent;
34653;Issue;13305;Version;IssueFixVersion;
34654;Issue;12338;Component;IssueComponent;
34654;Issue;13305;Version;IssueFixVersion;
34655;Issue;11928;Component;IssueComponent;
34655;Issue;12701;Version;IssueFixVersion;
34656;Issue;12354;Component;IssueComponent;
34656;Issue;13321;Version;IssueFixVersion;
34656;Issue;13321;Version;IssueVersion;
34659;Issue;13300;Version;IssueFixVersion;
34659;Issue;13300;Version;IssueVersion;
34665;Issue;13321;Version;IssueFixVersion;
34666;Issue;13321;Version;IssueFixVersion;
34668;Issue;13321;Version;IssueFixVersion;
34669;Issue;13300;Version;IssueFixVersion;
34672;Issue;11913;Component;IssueComponent;
34672;Issue;13209;Version;IssueFixVersion;
34677;Issue;11909;Component;IssueComponent;
34677;Issue;11931;Component;IssueComponent;
34677;Issue;13209;Version;IssueFixVersion;
34685;Issue;12338;Component;IssueComponent;
34685;Issue;12341;Component;IssueComponent;
34685;Issue;13305;Version;IssueFixVersion;
34686;Issue;12234;Component;IssueComponent;
34687;Issue;13300;Version;IssueFixVersion;
34687;Issue;13300;Version;IssueVersion;
34688;Issue;12213;Component;IssueComponent;
34688;Issue;13218;Version;IssueFixVersion;
34689;Issue;13302;Version;IssueFixVersion;
34690;Issue;12311;Component;IssueComponent;
34690;Issue;13302;Version;IssueFixVersion;
34690;Issue;13302;Version;IssueVersion;
34694;Issue;12328;Component;IssueComponent;
34695;Issue;11906;Component;IssueComponent;
34695;Issue;13209;Version;IssueFixVersion;
34696;Issue;12402;Component;IssueComponent;
34697;Issue;11702;Component;IssueComponent;
34699;Issue;13321;Version;IssueFixVersion;
34700;Issue;11909;Component;IssueComponent;
34700;Issue;13209;Version;IssueFixVersion;
34701;Issue;11701;Component;IssueComponent;
34702;Issue;13336;Version;IssueFixVersion;
34703;Issue;13321;Version;IssueFixVersion;
34712;Issue;12344;Component;IssueComponent;
34712;Issue;13304;Version;IssueFixVersion;
34713;Issue;13612;Component;IssueComponent;
34713;Issue;14632;Version;IssueFixVersion;
34716;Issue;12325;Component;IssueComponent;
34718;Issue;11909;Component;IssueComponent;
34718;Issue;11931;Component;IssueComponent;
34718;Issue;13209;Version;IssueFixVersion;
34723;Issue;12318;Component;IssueComponent;
