id;issue;customfield;parentkey;stringvalue;numbervalue;textvalue;datevalue;valuetype;updated
78198;16634;10100;;b000515;;;;;
78199;16634;10101;;b000515;;;;;
78321;15212;10100;;b000515;;;;;
80343;18203;10101;;b000515;;;;;
80827;15351;10100;;b000515;;;;;
80828;15351;10101;;b000515;;;;;
80886;12721;10101;;b000515;;;;;
80931;16723;10101;;b000515;;;2017-06-30 00:00:00.000;;
10673;10697;10100;;b000515;;;;;
10675;10696;10100;;b000515;;;;;
10679;10567;10100;;b000515;;;;;
10680;10698;10100;;b000515;;;;;
10681;10698;10101;;b000515;;;;;
10682;10698;10102;;b000515;;;;;
10685;10699;10100;;b000515;;;;;
10687;10678;10100;;b000515;;;;;
10688;10652;10100;;b000515;;;;;
10689;10658;10100;;b000515;;;;;
10690;10659;10100;;b000515;;;;;
10691;10655;10100;;b000515;;;;;
10703;10800;10100;;b000515;;;;;
10800;10681;10100;;b000515;;;;;
10801;10900;10100;;b000515;;;;;
10803;10686;10100;;b000515;;;;;
10933;10936;10100;;b000515;;;;;
11133;10978;10100;;b000515;;;;;
11162;11008;10100;;b000515;;;;;
11163;11009;10100;;b000515;;;;;
11204;11010;10100;;b000515;;;;;
11205;11012;10101;;b000515;;;;;
11207;10683;10100;;b000515;;;;;
11208;11103;10101;;b000515;;;;;
11209;10680;10100;;b000515;;;;;
11211;10576;10101;;b000515;;;;;
11212;10956;10100;;b000515;;;;;
11364;11122;10100;;b000515;;;;;
11373;11116;10100;;b000515;;;;;
11579;10951;10100;;b000515;;;;;
11580;11345;10100;;b000515;;;;;
11581;11346;10100;;b000515;;;;;
11582;10952;10100;;b000515;;;;;
11666;11361;10100;;b000515;;;;;
11667;11362;10100;;b000515;;;;;
11670;11382;10100;;b000515;;;;;
11675;11386;10100;;b000515;;;;;
11678;11354;10100;;b000515;;;;;
11683;11402;10100;;b000515;;;2017-06-30 00:00:00.000;;
11684;11403;10100;;b000515;;;;;
11868;11402;10101;;b000515;;;;;
11869;11402;10102;;b000515;;;;;
11886;10957;10101;;b000515;;;;;
11899;10678;10101;;b000515;;;;;
11900;11445;10100;;b000515;;;;;
11930;11459;10100;;b000515;;;;;
11976;11114;10100;;b000515;;;;;
12105;10652;10101;;b000515;;;;;
12107;11121;10100;;b000515;;;;;
12410;11352;10100;;b000515;;;;;
13334;11542;10100;;b000515;;;;;
13335;11543;10100;;b000515;;;;;
13336;11547;10100;;b000515;;;;;
13337;11834;10100;;b000515;;;;;
13338;11836;10100;;b000515;;;;;
13595;12595;10100;;b000515;;;;;
14106;11547;10101;;b000515;;;;;
14116;11833;10100;;b000515;;;2017-06-30 00:00:00.000;;
14133;11835;10100;;b000515;;;;;
14134;11841;10100;;b000515;;;;;
14142;11549;10100;;b000515;;;;;
14145;11826;10100;;b000515;;;;;
14147;11824;10100;;b000515;;;;;
14148;12703;10100;;b000515;;;;;
14209;11831;10101;;b000515;;;;;
14210;11821;10101;;b000515;;;;;
14359;11830;10101;;b000515;;;;;
14360;11550;10101;;b000515;;;;;
14361;12705;10101;;b000515;;;;;
14367;12706;10101;;b000515;;;;;
14368;12707;10101;;b000515;;;;;
14375;12708;10101;;b000515;;;;;
14377;12710;10101;;b000515;;;;;
14378;12711;10101;;b000515;;;;;
14380;12674;10101;;b000515;;;;;
14381;12682;10101;;b000515;;;;;
14383;12686;10101;;b000515;;;2017-06-30 00:00:00.000;;
14384;12681;10101;;b000515;;;;;
14388;12689;10101;;b000515;;;;;
14389;12690;10101;;b000515;;;;;
14390;12693;10101;;b000515;;;;;
14391;12694;10101;;b000515;;;;;
14392;12699;10101;;b000515;;;;;
14393;12701;10101;;b000515;;;;;
14394;12702;10101;;b000515;;;;;
14427;12714;10101;;b000515;;;;;
14428;12716;10101;;b000515;;;;;
14429;12719;10101;;b000515;;;;;
14430;12718;10101;;b000515;;;;;
14431;12725;10101;;b000515;;;;;
14432;12730;10101;;b000515;;;;;
14434;12741;10101;;b000515;;;;;
14435;12735;10101;;b000515;;;;;
14436;12738;10101;;b000515;;;;;
14438;12742;10101;;b000515;;;;;
14439;12744;10101;;b000515;;;;;
14440;12745;10101;;b000515;;;;;
14441;12756;10101;;b000515;;;;;
14442;12757;10101;;b000515;;;;;
14443;12758;10101;;b000515;;;;;
14444;12760;10101;;b000515;;;;;
14445;12763;10101;;b000515;;;2017-06-30 00:00:00.000;;
14446;12753;10101;;b000515;;;;;
14448;12778;10101;;b000515;;;;;
14486;12724;10100;;b000515;;;;;
14487;12955;10100;;b000515;;;;;
14488;11545;10100;;b000515;;;;;
14489;11545;10101;;b000515;;;;;
14519;12687;10101;;b000515;;;;;
14520;12733;10101;;b000515;;;;;
14521;12759;10101;;b000515;;;;;
14522;12761;10101;;b000515;;;;;
14523;12764;10101;;b000515;;;;;
14524;12762;10101;;b000515;;;;;
14525;12765;10101;;b000515;;;;;
14526;11822;10100;;b000515;;;;;
14532;12717;10101;;b000515;;;;;
14533;12717;10102;;b000515;;;;;
14546;12770;10100;;b000515;;;;;
14601;12748;10100;;b000515;;;;;
14606;12883;10100;;b000515;;;;;
14607;12880;10100;;b000515;;;;;
14608;12902;10100;;b000515;;;2017-06-30 00:00:00.000;;
14634;12731;10101;;b000515;;;;;
14635;12737;10101;;b000515;;;;;
14636;12746;10101;;b000515;;;;;
14637;12771;10101;;b000515;;;;;
14638;12772;10101;;b000515;;;;;
14639;12773;10101;;b000515;;;;;
14640;12774;10101;;b000515;;;;;
14645;12780;10101;;b000515;;;;;
14646;12966;10101;;b000515;;;;;
14664;11352;10101;;b000515;;;;;
14668;12781;10100;;b000515;;;;;
14669;12904;10100;;b000515;;;;;
14670;12912;10100;;b000515;;;;;
14678;12953;10100;;b000515;;;;;
14679;12907;10101;;b000515;;;;;
14746;12963;10101;;b000515;;;;;
14750;10656;10100;;b000515;;;;;
14794;12990;10100;;b000515;;;;;
14795;10730;10101;;b000515;;;2017-06-30 00:00:00.000;;
14802;12989;10100;;b000515;;;;;
14814;12991;10100;;b000515;;;;;
14896;10682;10100;;b000515;;;;;
15500;12732;10100;;b000515;;;;;
15521;12739;10100;;b000515;;;;;
15648;13203;10100;;b000515;;;;;
15649;13219;10100;;b000515;;;;;
15665;13224;10100;;b000515;;;;;
15678;10577;10101;;b000515;;;;;
15691;11387;10100;;b000515;;;;;
16038;13411;10100;;b000515;;;;;
16046;13410;10100;;b000515;;;;;
16049;13230;10100;;b000515;;;;;
16209;12908;10100;;b000515;;;;;
16210;12985;10100;;b000515;;;;;
16212;11823;10100;;b000515;;;;;
16213;11823;10101;;b000515;;;;;
16214;13104;10100;;b000515;;;;;
16215;13105;10100;;b000515;;;2017-06-30 00:00:00.000;;
16216;13200;10100;;b000515;;;;;
16217;13204;10100;;b000515;;;;;
16250;13205;10100;;b000515;;;;;
16251;13206;10100;;b000515;;;;;
16252;13207;10100;;b000515;;;;;
16253;13208;10100;;b000515;;;;;
16255;13216;10100;;b000515;;;;;
16258;13220;10100;;b000515;;;;;
16259;13221;10100;;b000515;;;;;
16269;13223;10100;;b000515;;;;;
16270;13225;10100;;b000515;;;;;
16271;13229;10100;;b000515;;;;;
16275;13227;10100;;b000515;;;;;
16276;13228;10100;;b000515;;;;;
16277;13233;10100;;b000515;;;;;
16278;13209;10100;;b000515;;;;;
16279;13235;10100;;b000515;;;;;
16280;13236;10100;;b000515;;;;;
16281;13243;10100;;b000515;;;2017-06-30 00:00:00.000;;
16283;13234;10100;;b000515;;;;;
16285;13102;10100;;b000515;;;;;
16286;13241;10100;;b000515;;;;;
16287;13242;10100;;b000515;;;;;
16288;12960;10100;;b000515;;;;;
16289;12961;10100;;b000515;;;;;
16290;12957;10100;;b000515;;;;;
16291;12958;10100;;b000515;;;;;
16292;13247;10100;;b000515;;;;;
16293;13250;10100;;b000515;;;;;
16295;13254;10100;;b000515;;;;;
16296;13255;10100;;b000515;;;;;
16297;13261;10100;;b000515;;;;;
16298;13256;10100;;b000515;;;;;
16300;13415;10100;;b000515;;;;;
16302;13416;10100;;b000515;;;;;
16311;12959;10100;;b000515;;;;;
16312;13409;10100;;b000515;;;;;
16315;13524;10100;;b000515;;;2017-06-30 00:00:00.000;;
16317;13408;10100;;b000515;;;;;
16322;13501;10100;;b000515;;;;;
16323;13502;10100;;b000515;;;;;
16324;13503;10100;;b000515;;;;;
16325;13505;10100;;b000515;;;;;
16328;13504;10100;;b000515;;;;;
16329;13514;10100;;b000515;;;;;
16334;13515;10100;;b000515;;;;;
16390;13251;10101;;b000515;;;;;
16790;12653;10100;;b000515;;;;;
17548;13713;10100;;b000515;;;;;
18677;13626;10100;;b000515;;;;;
18686;12987;10100;;b000515;;;;;
18716;12721;10100;;b000515;;;;;
18730;14035;10100;;b000515;;;;;
18731;14035;10101;;b000515;;;;;
18732;14036;10100;;b000515;;;;;
18734;14021;10100;;b000515;;;;;
18741;13527;10100;;b000515;;;2017-06-30 00:00:00.000;;
18742;13723;10100;;b000515;;;;;
18743;13723;10101;;b000515;;;;;
18746;13528;10100;;b000515;;;;;
18747;13830;10100;;b000515;;;;;
18748;13831;10100;;b000515;;;;;
18764;12684;10100;;b000515;;;;;
18767;13896;10100;;b000515;;;;;
18805;14048;10100;;b000515;;;;;
18806;14022;10100;;b000515;;;;;
18807;13719;10100;;b000515;;;;;
18808;13911;10100;;b000515;;;;;
18908;12684;10101;;b000515;;;;;
18909;13905;10100;;b000515;;;;;
18910;13223;10101;;b000515;;;;;
18912;13891;10100;;b000515;;;;;
18913;13891;10101;;b000515;;;;;
18914;14046;10100;;b000515;;;;;
18915;14054;10100;;b000515;;;;;
18916;14011;10100;;b000515;;;2017-06-30 00:00:00.000;;
18979;14033;10101;;b000515;;;;;
18980;14049;10101;;b000515;;;;;
18988;13890;10101;;b000515;;;;;
18991;13906;10101;;b000515;;;;;
18994;14017;10101;;b000515;;;;;
18995;14023;10101;;b000515;;;;;
19006;14004;10101;;b000515;;;;;
19039;13898;10100;;b000515;;;;;
19040;13898;10101;;b000515;;;;;
19072;14046;10101;;b000515;;;;;
19076;11355;10100;;b000515;;;;;
19077;13210;10100;;b000515;;;;;
19103;14090;10100;;b000515;;;;;
19175;13628;10100;;b000515;;;;;
19776;14180;10100;;b000515;;;;;
19779;14185;10100;;b000515;;;;;
19782;14186;10100;;b000515;;;;;
19820;14149;10100;;b000515;;;;;
19840;14170;10100;;b000515;;;2017-06-30 00:00:00.000;;
19841;14171;10100;;b000515;;;;;
19842;14172;10100;;b000515;;;;;
19848;14143;10100;;b000515;;;;;
19849;14148;10100;;b000515;;;;;
19850;14151;10100;;b000515;;;;;
19853;14132;10100;;b000515;;;;;
19854;14142;10101;;b000515;;;;;
19855;14210;10101;;b000515;;;;;
19856;14159;10100;;b000515;;;;;
19861;14051;10100;;b000515;;;;;
19862;14160;10100;;b000515;;;;;
19863;14160;10101;;b000515;;;;;
19866;14162;10100;;b000515;;;;;
19907;14163;10100;;b000515;;;;;
19908;14163;10101;;b000515;;;;;
19909;14163;10102;;b000515;;;;;
19912;14129;10100;;b000515;;;;;
19913;14183;10100;;b000515;;;;;
19914;14220;10100;;b000515;;;2017-06-30 00:00:00.000;;
19915;14217;10100;;b000515;;;;;
19916;14103;10100;;b000515;;;;;
19940;14204;10100;;b000515;;;;;
19995;14223;10100;;b000515;;;;;
19997;14165;10100;;b000515;;;;;
19999;14168;10100;;b000515;;;;;
20001;14111;10100;;b000515;;;;;
20003;14113;10100;;b000515;;;;;
20004;14113;10101;;b000515;;;;;
20005;14113;10102;;b000515;;;;;
20010;12776;10100;;b000515;;;;;
20011;12776;10101;;b000515;;;;;
20012;12776;10102;;b000515;;;;;
20014;14215;10100;;b000515;;;;;
20018;14218;10100;;b000515;;;;;
20019;14219;10100;;b000515;;;;;
20026;14231;10100;;b000515;;;;;
20027;14216;10100;;b000515;;;;;
20032;14232;10100;;b000515;;;2017-06-30 00:00:00.000;;
20034;14243;10100;;b000515;;;;;
20040;14242;10100;;b000515;;;;;
20041;14244;10100;;b000515;;;;;
20042;14112;10101;;b000515;;;;;
20043;14112;10102;;b000515;;;;;
20044;14114;10101;;b000515;;;;;
20045;14114;10102;;b000515;;;;;
20050;13893;10100;;b000515;;;;;
20052;13958;10100;;b000515;;;;;
20054;13958;10101;;b000515;;;;;
20055;13958;10102;;b000515;;;;;
20056;13959;10100;;b000515;;;;;
20058;13959;10101;;b000515;;;;;
20059;13959;10102;;b000515;;;;;
20060;13960;10100;;b000515;;;;;
20067;12751;10100;;b000515;;;;;
20068;12751;10101;;b000515;;;;;
20069;12751;10102;;b000515;;;;;
20070;11832;10100;;b000515;;;;;
20071;11832;10101;;b000515;;;;;
20076;11829;10100;;b000515;;;;;
20077;11829;10101;;b000515;;;;;
20082;11541;10100;;b000515;;;;;
20083;11541;10101;;b000515;;;;;
20087;12752;10100;;b000515;;;;;
20088;12752;10101;;b000515;;;;;
20096;11459;10101;;b000515;;;;;
20097;11459;10102;;b000515;;;;;
20103;12909;10100;;b000515;;;;;
20104;12909;10101;;b000515;;;;;
20105;12909;10102;;b000515;;;;;
20107;14006;10100;;b000515;;;;;
20108;14006;10101;;b000515;;;;;
20109;14006;10102;;b000515;;;;;
20114;14008;10100;;b000515;;;;;
20121;14009;10100;;b000515;;;;;
20123;14251;10100;;b000515;;;;;
20149;14027;10100;;b000515;;;;;
20150;14027;10101;;b000515;;;2017-06-30 00:00:00.000;;
20151;14027;10102;;b000515;;;;;
20153;14007;10100;;b000515;;;;;
20154;14007;10101;;b000515;;;;;
20155;14007;10102;;b000515;;;;;
20157;14026;10100;;b000515;;;;;
20194;14038;10100;;b000515;;;;;
20263;14285;10100;;b000515;;;;;
20264;14234;10100;;b000515;;;;;
20265;14234;10101;;b000515;;;;;
20266;14234;10102;;b000515;;;;;
20267;14273;10100;;b000515;;;;;
20322;14282;10100;;b000515;;;;;
20323;14283;10100;;b000515;;;;;
20344;14291;10100;;b000515;;;;;
20345;14053;10101;;b000515;;;;;
20346;14290;10100;;b000515;;;;;
20347;14288;10100;;b000515;;;;;
20352;14249;10100;;b000515;;;;;
20353;14272;10100;;b000515;;;;;
20675;14500;10100;;b000515;;;;;
20676;14500;10101;;b000515;;;2017-06-30 00:00:00.000;;
20677;14500;10102;;b000515;;;;;
20678;14301;10100;;b000515;;;;;
20682;14302;10100;;b000515;;;;;
20683;14302;10101;;b000515;;;;;
20684;14302;10102;;b000515;;;;;
20685;14303;10100;;b000515;;;;;
20688;14304;10100;;b000515;;;;;
20689;14304;10101;;b000515;;;;;
20690;14304;10102;;b000515;;;;;
20691;14305;10100;;b000515;;;;;
20692;14305;10101;;b000515;;;;;
20693;14305;10102;;b000515;;;;;
20694;14306;10100;;b000515;;;;;
20695;14306;10101;;b000515;;;;;
20696;14306;10102;;b000515;;;;;
20697;14400;10100;;b000515;;;;;
20698;14400;10101;;b000515;;;;;
20699;14400;10102;;b000515;;;;;
20700;14253;10100;;b000515;;;2017-06-30 00:00:00.000;;
20701;14253;10101;;b000515;;;;;
20702;14253;10102;;b000515;;;;;
20716;14260;10100;;b000515;;;;;
20718;14261;10100;;b000515;;;;;
20719;14261;10101;;b000515;;;;;
20720;14261;10102;;b000515;;;;;
20721;14262;10100;;b000515;;;;;
20722;14262;10101;;b000515;;;;;
20723;14262;10102;;b000515;;;;;
20724;14275;10100;;b000515;;;;;
20725;14276;10100;;b000515;;;;;
20726;14276;10101;;b000515;;;;;
20727;14276;10102;;b000515;;;;;
20728;14277;10100;;b000515;;;;;
20729;14277;10101;;b000515;;;;;
20730;14277;10102;;b000515;;;;;
20731;14280;10100;;b000515;;;;;
20736;14279;10100;;b000515;;;;;
20737;14279;10101;;b000515;;;2017-06-30 00:00:00.000;;
20738;14279;10102;;b000515;;;;;
20838;14281;10100;;b000515;;;;;
20860;14250;10100;;b000515;;;;;
20864;14655;10101;;b000515;;;;;
20866;14041;10101;;b000515;;;;;
20867;14401;10100;;b000515;;;;;
20925;14657;10101;;b000515;;;;;
20927;14679;10100;;b000515;;;;;
20952;14681;10100;;b000515;;;;;
20959;14692;10100;;b000515;;;;;
20960;14291;10101;;b000515;;;;;
20961;14291;10102;;b000515;;;;;
20965;14084;10100;;b000515;;;;;
20966;14085;10100;;b000515;;;;;
20967;14040;10100;;b000515;;;;;
20968;14693;10100;;b000515;;;;;
20970;14278;10100;;b000515;;;;;
20984;14694;10100;;b000515;;;;;
20985;14694;10101;;b000515;;;2017-06-30 00:00:00.000;;
20986;14696;10100;;b000515;;;;;
20987;14695;10100;;b000515;;;;;
20988;14697;10100;;b000515;;;;;
20999;14699;10100;;b000515;;;;;
21100;14233;10100;;b000515;;;;;
21116;14044;10100;;b000515;;;;;
21117;14044;10101;;b000515;;;;;
21118;14044;10102;;b000515;;;;;
21120;12732;10101;;b000515;;;;;
21125;12911;10100;;b000515;;;;;
21130;14050;10100;;b000515;;;;;
21131;14050;10101;;b000515;;;;;
21135;11544;10100;;b000515;;;;;
21136;11544;10101;;b000515;;;;;
21137;11544;10102;;b000515;;;;;
21170;11126;10100;;b000515;;;;;
21181;14005;10100;;b000515;;;;;
21184;14800;10100;;b000515;;;;;
21186;14808;10100;;b000515;;;2017-06-30 00:00:00.000;;
21190;11357;10100;;b000515;;;;;
21213;14812;10100;;b000515;;;;;
21214;14810;10100;;b000515;;;;;
21215;14050;10102;;b000515;;;;;
21233;14822;10100;;b000515;;;;;
21293;11482;10100;;b000515;;;;;
21769;14804;10100;;b000515;;;;;
21770;14804;10101;;b000515;;;;;
21771;14804;10102;;b000515;;;;;
21772;14903;10100;;b000515;;;;;
21785;12841;10100;;b000515;;;;;
21800;14917;10100;;b000515;;;;;
21920;14919;10100;;b000515;;;;;
21937;14916;10100;;b000515;;;;;
21951;13001;10100;;b000515;;;;;
22343;14941;10100;;b000515;;;;;
22717;11488;10100;;b000515;;;;;
22720;14939;10101;;b000515;;;;;
22913;15038;10101;;b000515;;;2017-06-30 00:00:00.000;;
22914;14989;10101;;b000515;;;;;
22918;14935;10100;;b000515;;;;;
22919;14935;10101;;b000515;;;;;
22920;15037;10100;;b000515;;;;;
22925;15039;10100;;b000515;;;;;
23007;12844;10100;;b000515;;;;;
23008;11391;10100;;b000515;;;;;
23251;11388;10100;;b000515;;;;;
23619;15144;10100;;b000515;;;;;
23626;15105;10100;;b000515;;;;;
23627;15107;10100;;b000515;;;;;
23628;15109;10100;;b000515;;;;;
23642;15147;10100;;b000515;;;;;
23889;12997;10100;;b000515;;;;;
24078;15161;10101;;b000515;;;;;
24079;15107;10101;;b000515;;;;;
24111;14946;10100;;b000515;;;;;
24128;14948;10100;;b000515;;;;;
24132;11488;10101;;b000515;;;2017-06-30 00:00:00.000;;
24133;11384;10100;;b000515;;;;;
24134;11384;10101;;b000515;;;;;
24135;13538;10100;;b000515;;;;;
24136;13538;10101;;b000515;;;;;
24137;11357;10101;;b000515;;;;;
24156;14947;10101;;b000515;;;;;
24459;15164;10100;;b000515;;;;;
24787;14947;10100;;b000515;;;;;
24788;15191;10100;;b000515;;;;;
24829;14181;10101;;b000515;;;;;
24830;14622;10101;;b000515;;;;;
24831;14980;10101;;b000515;;;;;
25001;13007;10100;;b000515;;;;;
25007;14922;10100;;b000515;;;;;
25050;11482;10101;;b000515;;;;;
25318;15321;10100;;b000515;;;;;
25511;15193;10101;;b000515;;;;;
25588;15341;10101;;b000515;;;;;
25590;15338;10100;;b000515;;;2017-06-30 00:00:00.000;;
25593;15333;10100;;b000515;;;;;
25595;15302;10100;;b000515;;;;;
25596;15302;10101;;b000515;;;;;
25597;15198;10100;;b000515;;;;;
25600;15187;10100;;b000515;;;;;
25601;15187;10101;;b000515;;;;;
25697;15145;10100;;b000515;;;;;
25700;15145;10101;;b000515;;;;;
25704;14876;10100;;b000515;;;;;
25705;14876;10101;;b000515;;;;;
25708;13713;10101;;b000515;;;;;
25743;14914;10100;;b000515;;;;;
25745;15170;10101;;b000515;;;;;
25746;15334;10100;;b000515;;;;;
25774;14990;10100;;b000515;;;;;
25776;15335;10100;;b000515;;;;;
25791;15171;10101;;b000515;;;;;
25805;15217;10100;;b000515;;;;;
26056;15360;10101;;b000515;;;2017-06-30 00:00:00.000;;
26057;14970;10101;;b000515;;;;;
26058;14967;10101;;b000515;;;;;
26059;15021;10100;;b000515;;;;;
26060;15021;10101;;b000515;;;;;
26061;12878;10100;;b000515;;;;;
26207;15366;10100;;b000515;;;;;
26209;15375;10100;;b000515;;;;;
26211;15375;10101;;b000515;;;;;
26215;15378;10100;;b000515;;;;;
26216;12852;10100;;b000515;;;;;
34198;15394;10101;;b000515;;;;;
34263;15405;10101;;b000515;;;;;
35068;15808;10100;;b000515;;;;;
35069;15370;10100;;b000515;;;;;
35087;15369;10100;;b000515;;;;;
35114;15371;10100;;b000515;;;;;
35547;15142;10100;;b000515;;;;;
35548;15142;10101;;b000515;;;;;
36702;12875;10100;;b000515;;;2017-06-30 00:00:00.000;;
36703;15110;10100;;b000515;;;;;
37804;14950;10100;;b000515;;;;;
39638;15370;10101;;b000515;;;;;
41591;12876;10100;;b000515;;;;;
41696;12877;10100;;b000515;;;;;
42397;14877;10100;;b000515;;;;;
42531;15336;10100;;b000515;;;;;
48032;15188;10100;;b000515;;;;;
48131;16324;10100;;b000515;;;;;
49987;16041;10101;;b000515;;;;;
52275;16325;10100;;b000515;;;;;
52721;16787;10100;;b000515;;;;;
52727;16354;10100;;b000515;;;;;
53061;16345;10101;;b000515;;;;;
53721;16871;10100;;b000515;;;;;
55866;16637;10100;;b000515;;;;;
55867;16637;10101;;b000515;;;;;
75654;17994;10100;;b000515;;;;;
75657;17525;10100;;b000515;;;2017-06-30 00:00:00.000;;
75658;17995;10100;;b000515;;;;;
75660;17995;10101;;b000515;;;;;
75661;17572;10100;;b000515;;;;;
75662;17572;10101;;b000515;;;;;
75676;17145;10100;;b000515;;;;;
75677;16603;10100;;b000515;;;;;
76188;17651;10100;;b000515;;;;;
76642;16723;10100;;b000515;;;;;
76824;18089;10100;;b000515;;;;;
79613;18203;10100;;b000515;;;;;
80430;12879;10100;;b000515;;;;;
80431;12879;10101;;b000515;;;;;
80432;12655;10100;;b000515;;;;;
80433;12655;10101;;b000515;;;;;
10457;10579;10101;;b000515;;;;;
10458;10579;10102;;b000515;;;;;
10459;10580;10102;;b000515;;;;;
10571;10574;10102;;b000515;;;;;
10616;10575;10102;;b000515;;;;;
10670;10726;10100;;b000515;;;;;
10671;10727;10100;;b000515;;;;;
10672;10670;10100;;b000515;;;;;
10674;10728;10100;;b000515;;;;;
10684;10648;10100;;b000515;;;;;
10705;10732;10100;;b000515;;;;;
10706;10802;10100;;b000515;;;;;
10711;10726;10102;;b000515;;;;;
10712;10803;10100;;b000515;;;;;
10969;10576;10100;;b000515;;;;;
11127;10981;10100;;b000515;;;;;
11144;10802;10101;;b000515;;;;;
11145;10802;10102;;b000515;;;;;
11146;10978;10101;;b000515;;;;;
11147;10679;10101;;b000515;;;;;
11148;10681;10101;;b000515;;;;;
11149;10686;10101;;b000515;;;;;
11150;10568;10101;;b000515;;;;;
11151;10934;10101;;b000515;;;;;
11161;10936;10101;;b000515;;;;;
11165;11008;10101;;b000515;;;;;
11230;11009;10101;;b000515;;;2017-06-30 00:00:00.000;;
11231;11010;10101;;b000515;;;;;
11234;10683;10101;;b000515;;;;;
11386;11122;10101;;b000515;;;;;
11389;10976;10100;;b000515;;;;;
11393;10971;10100;;b000515;;;;;
11394;10959;10100;;b000515;;;;;
11404;11137;10100;;b000515;;;;;
11512;11307;10100;;b000515;;;;;
11689;11116;10101;;b000515;;;;;
11691;10684;10101;;b000515;;;;;
11693;10951;10101;;b000515;;;;;
11694;11345;10101;;b000515;;;;;
11695;11346;10101;;b000515;;;;;
11696;11361;10101;;b000515;;;;;
11697;11362;10101;;b000515;;;;;
11699;11125;10101;;b000515;;;;;
11700;11382;10101;;b000515;;;;;
11867;10690;10100;;b000515;;;;;
11928;11386;10101;;b000515;;;;;
11929;11445;10101;;b000515;;;;;
13362;12647;10101;;b000515;;;2017-06-30 00:00:00.000;;
13363;12611;10101;;b000515;;;;;
13364;11406;10101;;b000515;;;;;
14667;11117;10101;;b000515;;;;;
14873;10577;10100;;b000515;;;;;
15672;13224;10101;;b000515;;;;;
15675;11407;10101;;b000515;;;;;
15679;11833;10101;;b000515;;;;;
15681;12739;10101;;b000515;;;;;
15682;13203;10101;;b000515;;;;;
15683;13219;10101;;b000515;;;;;
15780;13251;10100;;b000515;;;;;
16068;12801;10100;;b000515;;;;;
16103;10575;10101;;b000515;;;;;
16127;13508;10100;;b000515;;;;;
16135;13509;10100;;b000515;;;;;
16143;13510;10100;;b000515;;;;;
16151;13511;10100;;b000515;;;;;
16159;13512;10100;;b000515;;;;;
16167;13513;10100;;b000515;;;2017-06-30 00:00:00.000;;
16172;12801;10101;;b000515;;;;;
16310;13523;10100;;b000515;;;;;
16330;10968;10101;;b000515;;;;;
16331;10691;10101;;b000515;;;;;
16335;12675;10101;;b000515;;;;;
16340;12781;10101;;b000515;;;;;
16341;12908;10101;;b000515;;;;;
16342;12985;10101;;b000515;;;;;
16344;12650;10101;;b000515;;;;;
16348;12649;10101;;b000515;;;;;
16349;12656;10101;;b000515;;;;;
16350;12659;10101;;b000515;;;;;
16351;13102;10101;;b000515;;;;;
16352;13104;10101;;b000515;;;;;
16353;13105;10101;;b000515;;;;;
16354;13200;10101;;b000515;;;;;
16355;13204;10101;;b000515;;;;;
16356;13205;10101;;b000515;;;;;
16357;13206;10101;;b000515;;;2017-06-30 00:00:00.000;;
16358;13207;10101;;b000515;;;;;
16359;13208;10101;;b000515;;;;;
16360;13209;10101;;b000515;;;;;
16361;13216;10101;;b000515;;;;;
16364;13220;10101;;b000515;;;;;
16391;13221;10101;;b000515;;;;;
16393;13225;10101;;b000515;;;;;
16394;13226;10101;;b000515;;;;;
16395;13227;10101;;b000515;;;;;
16396;13228;10101;;b000515;;;;;
16397;13229;10101;;b000515;;;;;
16400;13233;10101;;b000515;;;;;
16401;13234;10101;;b000515;;;;;
16402;13235;10101;;b000515;;;;;
16406;13236;10101;;b000515;;;;;
16414;13230;10101;;b000515;;;;;
16531;13531;10101;;b000515;;;;;
16865;12660;10101;;b000515;;;;;
16866;13301;10101;;b000515;;;2017-06-30 00:00:00.000;;
17329;12666;10101;;b000515;;;;;
17330;12665;10101;;b000515;;;;;
17331;13008;10101;;b000515;;;;;
17332;12668;10101;;b000515;;;;;
17333;12669;10101;;b000515;;;;;
17334;12998;10101;;b000515;;;;;
17335;12670;10101;;b000515;;;;;
17336;12671;10101;;b000515;;;;;
17337;12672;10101;;b000515;;;;;
17338;13010;10101;;b000515;;;;;
17628;13627;10101;;b000515;;;;;
17629;10682;10101;;b000515;;;;;
17630;10901;10101;;b000515;;;;;
17712;11120;10101;;b000515;;;;;
17727;13832;10100;;b000515;;;;;
17895;13834;10100;;b000515;;;;;
18490;12654;10100;;b000515;;;;;
18500;11356;10100;;b000515;;;;;
18501;11356;10101;;b000515;;;2017-06-30 00:00:00.000;;
18502;11356;10102;;b000515;;;;;
18503;10661;10100;;b000515;;;;;
18504;10661;10101;;b000515;;;;;
18505;10661;10102;;b000515;;;;;
18506;10660;10100;;b000515;;;;;
18507;10660;10101;;b000515;;;;;
18508;10660;10102;;b000515;;;;;
18511;13833;10100;;b000515;;;;;
18512;13833;10101;;b000515;;;;;
18516;12750;10101;;b000515;;;;;
18518;12661;10101;;b000515;;;;;
18519;12663;10101;;b000515;;;;;
18768;14033;10100;;b000515;;;;;
18978;14048;10101;;b000515;;;;;
18982;13503;10101;;b000515;;;;;
18983;13896;10101;;b000515;;;;;
18987;14022;10101;;b000515;;;;;
18989;13719;10101;;b000515;;;;;
18990;13911;10101;;b000515;;;2017-06-30 00:00:00.000;;
