ID;CUSTOMFIELDTYPEKEY;CUSTOMFIELDSEARCHERKEY;cfname;DESCRIPTION;defaultvalue;FIELDTYPE;PROJECT;ISSUETYPE;cfkey;lastvalueupdate;issueswithvalue
10000;com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;Markiert;Erlaubt diesen Vorgang mit Hindernissen zu markieren.;;;;;;2025-01-13 13:29:06.980;2832.0
10001;com.atlassian.jira.plugin.system.customfieldtypes:labels;com.atlassian.jira.plugin.system.customfieldtypes:labelsearcher;Epic/Thema;Dieses Feld hilft ihre Vorgänge unter einem Epic oder einem Thema zu gruppieren.;;;;;;2023-08-01 12:56:27.427;0.0
10002;com.atlassian.jira.plugin.system.customfieldtypes:float;com.atlassian.jira.plugin.system.customfieldtypes:exactnumber;Story-Punkte;Messung der Komplexität und/oder der Größe der Anforderung.;;;;;;2025-01-13 16:29:07.140;38995.0
10003;com.atlassian.jira.plugin.system.customfieldtypes:float;com.atlassian.jira.plugin.system.customfieldtypes:exactnumber;Geschäftswert;Messung des Geschäftswertes dieser Anforderung.;;;;;;2024-06-07 11:07:22.900;16.0
10004;com.pyxis.greenhopper.jira:gh-epic-link;com.pyxis.greenhopper.jira:gh-epic-link-searcher;Epic-Verknüpfung;Wählen Sie einen Epic aus, dem Sie diesen Vorgang zuordnen wollen.;;;;;;2025-01-13 17:29:07.200;0.0
10005;com.pyxis.greenhopper.jira:gh-epic-status;com.pyxis.greenhopper.jira:gh-epic-status-searcher;Epic-Status;"Das Feld ""Epic-Status"" ist nur zur Verwendung mit Jira Software vorgesehen.";;;;;;2025-01-08 14:15:20.413;12487.0
10006;com.pyxis.greenhopper.jira:gh-epic-label;com.pyxis.greenhopper.jira:gh-epic-label-searcher;Epic-Name;Geben sie einen kurzen Namen für dieses Epic an.;;;;;;2025-01-13 16:29:07.140;12557.0
10007;com.pyxis.greenhopper.jira:gh-epic-color;com.pyxis.greenhopper.jira:gh-epic-color-searcher;Epic-Farbe;"Das Feld ""Epic-Farbe"" ist nur zur Verwendung mit Jira Software vorgesehen.";;;;;;2025-01-13 16:29:07.140;12067.0
10008;com.pyxis.greenhopper.jira:gh-sprint;com.pyxis.greenhopper.jira:gh-sprint-searcher;Sprint;Jira Software-Sprint-Feld;;;;;;2025-01-13 17:29:07.200;95185.0
10009;com.pyxis.greenhopper.jira:gh-lexo-rank;com.pyxis.greenhopper.jira:gh-lexo-rank-searcher;Rang;Globales Rangfeld, nur zur Verwendung mit Jira Software vorgesehen.;;;;;;2025-01-13 17:29:07.200;0.0
10100;com.atlassian.jira.plugin.system.customfieldtypes:userpicker;com.atlassian.jira.plugin.system.customfieldtypes:userpickergroupsearcher;Entwickler;;;;;;;2025-01-13 17:29:07.200;7568.0
10101;com.atlassian.jira.plugin.system.customfieldtypes:userpicker;com.atlassian.jira.plugin.system.customfieldtypes:userpickergroupsearcher;Reviewer;;;;;;;2019-08-13 13:10:10.243;1675.0
10102;com.atlassian.jira.plugin.system.customfieldtypes:userpicker;com.atlassian.jira.plugin.system.customfieldtypes:userpickergroupsearcher;Qualitätssicherer;;;;;;;2019-11-19 16:46:01.830;2069.0
10201;com.atlassian.jira.plugin.system.customfieldtypes:select;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;Deployment Umgebung;;;;;;;2018-10-11 12:02:38.180;142.0
10312;com.atlassian.jira.plugin.system.customfieldtypes:textfield;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Aufwand [PT];Aufwand [PT] created by JIM during import process;;;;;;2014-07-16 12:30:38.000;11.0
10313;com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;Ad hoc Aufwand;Ad hoc Aufwand created by JIM during import process;;;;;;2014-02-20 08:48:15.000;7.0
10314;com.atlassian.jira.plugin.system.customfieldtypes:multiselect;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;Abteilungsübergreifend;Abteilungsübergreifend created by JIM during import process;;;;;;;0.0
10315;com.atlassian.jira.plugin.system.customfieldtypes:textfield;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;ID extern;ID externes System (z. B. Mantis, msg-JIRA, etc.);;;;;;2025-01-13 16:29:07.140;11672.0
10316;com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;Vorgabe prüfen;Vorgabe prüfen created by JIM during import process;;;;;;2014-02-20 08:48:15.000;6.0
10317;com.atlassian.jira.plugin.system.customfieldtypes:textfield;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Aktionsnr;Aktionsnr created by JIM during import process;;;;;;;0.0
10318;com.atlassian.jira.plugin.system.customfieldtypes:userpicker;com.atlassian.jira.plugin.system.customfieldtypes:userpickergroupsearcher;Ansprechpartner Fachbereich;;;;;;;2025-01-13 16:29:07.140;6158.0
10321;com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker;com.atlassian.jira.plugin.system.customfieldtypes:userpickergroupsearcher;Freigegebene Benutzer;Diese Benutzer haben zusätzliche Sichtberechtigung;;;;;;2018-01-04 15:51:47.213;1092.0
10324;com.atlassian.jira.plugin.system.customfieldtypes:select;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;Planungsthema;;;;;;;2025-01-10 13:15:24.307;308186.0
10326;com.atlassian.jira.plugin.system.customfieldtypes:userpicker;com.atlassian.jira.plugin.system.customfieldtypes:userpickergroupsearcher;Verantwortlicher Mitarbeiter;;;;;;;2022-03-23 08:28:45.140;8441.0
10327;com.atlassian.jira.plugin.system.customfieldtypes:datepicker;com.atlassian.jira.plugin.system.customfieldtypes:daterange;Zieltermin;;;;;;;2024-10-16 14:11:53.660;8863.0
10328;com.atlassian.jira.plugin.system.customfieldtypes:userpicker;com.atlassian.jira.plugin.system.customfieldtypes:userpickergroupsearcher;Zuständige Führungskraft;;;;;;;2018-02-28 17:12:57.387;8420.0
10329;com.atlassian.jira.plugin.system.customfieldtypes:textfield;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Zuständige OE;;;;;;;2024-12-19 14:15:27.537;1101.0
10330;com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;Digitalisierungs- projekt;;;;;;;2022-12-21 16:58:24.813;92577.0
10331;com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;Zielsetzung;;;;;;;2025-01-13 14:29:07.030;309353.0
10332;com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;Planungsart;;;;;;;2022-12-21 16:58:24.813;92577.0
10333;com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;Projekttyp;;;;;;;2025-01-13 17:29:07.200;308148.0
10400;com.onresolve.jira.groovy.groovyrunner:jqlFunctionsCustomFieldType;com.onresolve.jira.groovy.groovyrunner:jqlFunctionsSearcher;issueFunction;Field created by script runner plugin for advanced issue functions. Do not place on any screen.;;;;;;;0.0
10500;com.atlassian.jira.plugin.system.customfieldtypes:userpicker;com.atlassian.jira.plugin.system.customfieldtypes:userpickergroupsearcher;Abnahme - Auswahl;;;;;;;2018-04-17 14:56:32.750;8690.0
10501;com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;Planjahr;;;;;;;2022-12-21 16:58:24.813;110273.0
10502;com.atlassian.jira.plugin.system.customfieldtypes:select;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;SAP-Anwendungssystem;;;;;;;2025-01-13 17:29:07.200;308199.0
10600;com.atlassian.jira.plugin.system.customfieldtypes:select;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;Art;;;;;;;2022-12-21 16:58:24.813;91475.0
10601;com.atlassian.jira.plugin.system.customfieldtypes:select;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;Vertriebsweg;;;;;;;2022-12-21 16:58:24.813;91476.0
10602;com.atlassian.jira.plugin.system.customfieldtypes:select;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;betroffener Bereich;;;;;;;2022-12-21 16:58:24.813;91475.0
10603;com.atlassian.jira.plugin.system.customfieldtypes:select;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;Bereichsspezifizierung;;;;;;;2022-12-21 16:58:24.813;91475.0
10604;com.atlassian.jira.plugin.system.customfieldtypes:select;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;Anliegenkategorie;;;;;;;2022-12-21 16:58:24.813;91475.0
10605;com.atlassian.jira.plugin.system.customfieldtypes:select;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;Ergebnis Anliegen;;;;;;;2023-07-11 10:06:26.680;93332.0
10606;com.atlassian.jira.plugin.system.customfieldtypes:select;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;VIP-Beteiligung;;;;;;;2022-12-21 16:58:24.813;91475.0
10607;com.atlassian.jira.plugin.system.customfieldtypes:textfield;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Betreff;;;;;;;;0.0
10608;com.atlassian.jira.plugin.system.customfieldtypes:textfield;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Anliegenbeschreibung;;;;;;;;0.0
10609;com.atlassian.jira.plugin.system.customfieldtypes:select;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;Anliegenkategorie II;;;;;;;2022-12-21 16:58:24.813;91475.0
10610;com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;Bewertung Anliegen;;;;;;;2022-12-21 16:58:24.813;91475.0
10611;com.atlassian.jira.plugin.system.customfieldtypes:select;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;Anliegenführer;;;;;;;2022-12-21 16:58:24.813;91474.0
10612;com.atlassian.jira.plugin.system.customfieldtypes:textfield;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Name Anliegenführer;;;;;;;;0.0
10701;com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;Sparte;;;;;;;2025-01-10 14:15:24.363;1669.0
10800;com.atlassian.jira.plugin.system.customfieldtypes:textarea;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Ablehnungsgrund;Grund der Ablehnung eines Auftrags.;;;;;;2025-01-10 16:15:24.460;2248.0
11000;com.atlassian.jira.plugin.system.customfieldtypes:userpicker;com.atlassian.jira.plugin.system.customfieldtypes:userpickergroupsearcher;Ideengeber;;;;;;;2021-08-26 09:21:37.397;17.0
11001;com.atlassian.jira.plugin.system.customfieldtypes:textarea;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Ideenbeschreibung;;;;;;;2021-08-26 09:21:37.397;0.0
11002;com.atlassian.jira.plugin.system.customfieldtypes:textarea;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Lösungsweg;;;;;;;2021-08-26 09:21:37.397;0.0
11100;com.atlassian.jira.plugin.system.customfieldtypes:multiselect;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;Umgebung;"<script type=""text/javascript"">
(function($) {
 
    AJS.$(""#customfield_11100 option[value='-1']"").remove(); //Removes the default value ""None""
    function convertMulti(id){
        if (AJS.$('#'+id+""-textarea"").length == 0){
            new AJS.MultiSelect({
                element: $(""#""+id),
                itemAttrDisplayed: ""label"",
                errorMessage: AJS.params.multiselectComponentsError
            });
        }
    }
  
    AJS.toInit(function(){   
        convertMulti(""customfield_11100"");
    });
    JIRA.bind(JIRA.Events.NEW_CONTENT_ADDED, function (e, context) {
        AJS.$(""#customfield_11100 option[value='-1']"").remove();
        convertMulti(""customfield_11100"");
    });
  
})(AJS.$);
</script>";;;;;;2025-01-13 16:29:07.140;154675.0
11201;com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker;com.atlassian.jira.plugin.system.customfieldtypes:userpickergroupsearcher;Mitarbeiter;;;;;;;2025-01-13 17:29:07.200;31275.0
11300;com.atlassian.jira.plugin.system.customfieldtypes:select;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;Dreifaltigkeit;;;;;;;2022-12-21 17:13:24.737;305584.0
11400;com.tempoplugin.tempo-accounts:accounts.customfield;com.tempoplugin.tempo-accounts:accounts.searcher;Account;Verknüpfen Sie die Arbeitszeiten und Ausgaben dieses Vorgangs mit einem Account.;;;;;;;
11401;com.tempoplugin.tempo-teams:team.customfield;com.tempoplugin.tempo-teams:team.searcher;Team;Tempo Team Custom Feld;;;;;;;
11402;com.tempoplugin.tempo-teams:team.role.customfield;com.tempoplugin.tempo-teams:team.role.searcher;Team Role;Tempo Team Role Custom Field;;;;;;;
11403;com.tempoplugin.tempo-plan-core:tp.iteration.customfield;com.tempoplugin.tempo-plan-core:tp.iteration.searcher;Iteration;Iterationsfeld, nur für Benutzung mit Tempo Planner.;;;;;;;
11405;com.atlassian.jira.plugin.system.customfieldtypes:textfield;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Status extern;Informativer Status in der externen Bearbeitung;;;;;;2025-01-13 17:29:07.200;1754.0
11406;com.atlassian.jira.plugin.system.customfieldtypes:textfield;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Lösung extern;hier kann eine externe Lösung (z. B. bei Bearbeitung des Bugs durch msg) hinterlegt werden.;;;;;;2025-01-13 16:29:07.140;8293.0
11500;com.atlassian.jira.plugin.system.customfieldtypes:textfield;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;CVE ID;Common Vulnerabilities and Exposures im Format CVE-JJJJ-nnnn, bis Ende 2013 ist die laufende Nummer fix 4-stellig, ab 2014 mindestens 4-stellig;;;;;;2025-01-07 16:15:18.100;474.0
11501;com.atlassian.jira.plugin.system.customfieldtypes:textfield;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;SHA1-Hash;;;;;;;2023-02-10 14:05:26.937;19.0
11502;com.atlassian.jira.plugin.system.customfieldtypes:textfield;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Dateiname;;;;;;;2024-08-22 20:21:13.037;48.0
11600;com.atlassian.jira.plugins.jira-development-integration-plugin:devsummary;com.atlassian.jira.plugins.jira-development-integration-plugin:devsummarysearcher;Entwicklung;Entwicklungszusammenfassungsfeld nur zur Verwendung mit JIRA Software.;;;;;;2025-01-13 17:29:07.200;0.0
11700;com.atlassian.jira.plugin.system.customfieldtypes:datepicker;com.atlassian.jira.plugin.system.customfieldtypes:daterange;Early-Life-Support-Beginn;;;;;;;2025-01-08 14:15:20.413;1178.0
11701;com.atlassian.jira.plugin.system.customfieldtypes:datepicker;com.atlassian.jira.plugin.system.customfieldtypes:daterange;Early-Life-Support-Ende;;;;;;;2025-01-08 14:15:20.413;1177.0
11702;com.atlassian.jira.plugin.system.customfieldtypes:datepicker;com.atlassian.jira.plugin.system.customfieldtypes:daterange;Ende Abnahmefrist;;;;;;;2025-01-08 14:15:20.413;1218.0
11703;com.atlassian.jira.plugin.system.customfieldtypes:datepicker;com.atlassian.jira.plugin.system.customfieldtypes:daterange;Entwicklungsbeginn;;;;;;;2025-01-07 14:15:18.047;640.0
11704;com.atlassian.jira.plugin.system.customfieldtypes:datepicker;com.atlassian.jira.plugin.system.customfieldtypes:daterange;Entwicklungsende;;;;;;;2025-01-08 14:15:20.413;1235.0
11705;com.atlassian.jira.plugin.system.customfieldtypes:datepicker;com.atlassian.jira.plugin.system.customfieldtypes:daterange;Konzeptionsbeginn;;;;;;;2025-01-07 14:15:18.047;405.0
11706;com.atlassian.jira.plugin.system.customfieldtypes:datepicker;com.atlassian.jira.plugin.system.customfieldtypes:daterange;Konzeptionsende;;;;;;;2025-01-07 14:15:18.047;370.0
11707;com.atlassian.jira.plugin.system.customfieldtypes:datepicker;com.atlassian.jira.plugin.system.customfieldtypes:daterange;Release-Info (Detail);;;;;;;2023-12-18 15:13:22.593;414.0
11708;com.atlassian.jira.plugin.system.customfieldtypes:datepicker;com.atlassian.jira.plugin.system.customfieldtypes:daterange;Release-Info (Vorab);;;;;;;2024-11-18 15:07:45.003;424.0
11709;com.atlassian.jira.plugin.system.customfieldtypes:datepicker;com.atlassian.jira.plugin.system.customfieldtypes:daterange;Release-Info aktualisiert am;;;;;;;2024-12-17 14:15:23.070;65.0
11710;com.atlassian.jira.plugin.system.customfieldtypes:datepicker;com.atlassian.jira.plugin.system.customfieldtypes:daterange;Rollout-Beginn;;;;;;;2025-01-08 14:15:20.413;1188.0
11711;com.atlassian.jira.plugin.system.customfieldtypes:datepicker;com.atlassian.jira.plugin.system.customfieldtypes:daterange;Rollout-Ende;;;;;;;2025-01-08 14:15:20.413;1186.0
11712;com.atlassian.jira.plugin.system.customfieldtypes:datepicker;com.atlassian.jira.plugin.system.customfieldtypes:daterange;Testbeginn;;;;;;;2025-01-13 08:29:06.543;1546.0
11713;com.atlassian.jira.plugin.system.customfieldtypes:datepicker;com.atlassian.jira.plugin.system.customfieldtypes:daterange;Testende;;;;;;;2025-01-09 09:15:22.057;1428.0
11714;com.atlassian.jira.plugin.system.customfieldtypes:userpicker;com.atlassian.jira.plugin.system.customfieldtypes:userpickergroupsearcher;Fachlicher Anwendungsverantwortlicher;;;;;;;2025-01-09 16:15:22.600;1431.0
11715;com.atlassian.jira.plugin.system.customfieldtypes:userpicker;com.atlassian.jira.plugin.system.customfieldtypes:userpickergroupsearcher;Release-Manager;;;;;;;2025-01-13 16:29:07.140;31156.0
11716;com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker;com.atlassian.jira.plugin.system.customfieldtypes:userpickergroupsearcher;Testmanager;;;;;;;2025-01-08 14:15:20.413;1330.0
11717;com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker;com.atlassian.jira.plugin.system.customfieldtypes:userpickergroupsearcher;Stakeholder;;;;;;;2025-01-09 16:15:22.600;1912.0
11718;com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;Abhängigkeit zu anderen Komponenten vorhanden?;;;;;;;2025-01-08 14:15:20.413;1230.0
11720;com.atlassian.jira.plugin.system.customfieldtypes:textarea;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Infos für die Abnahme;;;;;;;2025-01-08 14:15:20.413;227.0
11721;com.atlassian.jira.plugin.system.customfieldtypes:textarea;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Release-Info - Allgemeiner Teil;;;;;;;2025-01-08 14:15:20.413;144.0
11723;com.atlassian.jira.plugin.system.customfieldtypes:textarea;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Rückfrage;;;;;;;2021-07-06 11:54:23.377;17.0
11725;com.atlassian.jira.plugin.system.customfieldtypes:textarea;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Begründung Ablehnung Planung;;;;;;;2021-08-05 11:35:25.400;11.0
11726;com.atlassian.jira.plugin.system.customfieldtypes:textarea;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Begründung Ablehnung Stornierung;;;;;;;2020-03-05 13:14:47.647;6.0
11727;com.atlassian.jira.plugin.system.customfieldtypes:textarea;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Begründung Stornierung;;;;;;;2024-11-18 15:07:45.003;326.0
11728;com.atlassian.jira.plugin.system.customfieldtypes:textarea;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Begründung Verweigerung Abnahme;;;;;;;;0.0
11729;com.atlassian.jira.plugin.system.customfieldtypes:textarea;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Begründung Wiedereröffnung;;;;;;;2024-12-02 11:05:58.880;200.0
11730;com.atlassian.jira.plugin.system.customfieldtypes:readonlyfield;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Replanning Note;;;;;;;2025-01-10 13:15:24.307;0.0
11731;com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;Neuplanung erforderlich?;Möchten Sie wirklich das Release neu planen?;;;;;;2025-01-08 14:15:20.413;402.0
11800;com.atlassian.jira.plugin.system.customfieldtypes:textfield;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Server;;;;;;;2025-01-13 16:29:07.140;38297.0
11801;com.atlassian.jira.plugin.system.customfieldtypes:textfield;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Artifact-ID;;;;;;;2021-06-25 16:20:29.027;6680.0
11803;com.atlassian.jira.plugin.system.customfieldtypes:textfield;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;System-ID;;;;;;;2025-01-13 16:29:07.140;39240.0
11804;com.atlassian.jira.plugin.system.customfieldtypes:textfield;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;System-Version;;;;;;;2025-01-13 16:29:07.140;39223.0
11805;com.atlassian.jira.plugin.system.customfieldtypes:datetime;com.atlassian.jira.plugin.system.customfieldtypes:datetimerange;Deployment-Beginn;;;;;;;2025-01-13 16:29:07.140;38587.0
11806;com.atlassian.jira.plugin.system.customfieldtypes:datetime;com.atlassian.jira.plugin.system.customfieldtypes:datetimerange;Deployment-Ende;;;;;;;2025-01-13 12:29:06.930;36125.0
11807;com.atlassian.jira.plugin.system.customfieldtypes:userpicker;com.atlassian.jira.plugin.system.customfieldtypes:userpickergroupsearcher;Deployer;;;;;;;2025-01-13 15:29:07.087;3281.0
11808;com.coresoftlabs.component-picker:multi-component-picker;com.coresoftlabs.component-picker:multi-component-searcher;Zu welchen Komponenten besteht Abhängigkeit?;;;;;;;2024-12-17 16:15:23.447;279.0
11809;com.atlassian.jira.plugin.system.customfieldtypes:select;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;Deployment-Vorgehen;;;;;;;2025-01-13 16:29:07.140;38974.0
11810;com.atlassian.jira.plugin.system.customfieldtypes:textfield;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Jenkins-Job-ID;;;;;;;2025-01-13 16:29:07.140;32440.0
11811;tr.com.obss.selectissue.selectissue-jira:jql-filtered-field-lister-custom-field;tr.com.obss.selectissue.selectissue-jira:textsearcherformultiview;Zu welchen Releasen bestehen Abhängigkeiten?;Sofern Abhängigkeiten zu anderen Releasen bestehen, wählen Sie diese bitte aus.;;;;;;2022-12-13 10:05:24.513;59.0
11900;com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;Produktions-Deployment freigeben;Hiermit bestätige ich, dass für das in Produktion zu deployende Inkrement alle notwendigen Abnahmen vorliegen.;;;;;;2024-04-03 16:08:39.647;11563.0
11903;com.atlassian.jira.plugin.system.customfieldtypes:textfield;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Branch;;;;;;;2025-01-13 16:29:07.140;32433.0
11904;com.atlassian.jira.plugin.system.customfieldtypes:textfield;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;erforderliche Genehmiger;;;;;;;2025-01-13 16:29:07.140;32028.0
11905;com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;Branch-Berechtigungen;;;;;;;2025-01-13 16:29:07.140;32138.0
11906;com.atlassian.jira.plugin.system.customfieldtypes:url;com.atlassian.jira.plugin.system.customfieldtypes:exacttextsearcher;Bitbucket-Link;;;;;;;2025-01-13 16:29:07.140;32447.0
11907;com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;Deployment angestossen;;;;;;;2022-12-21 16:39:19.703;24945.0
12000;com.atlassian.jira.plugin.system.customfieldtypes:textfield;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Gemerkter Status;Merkfeld für Status;;;;;;2024-11-18 15:07:45.003;23034.0
12001;com.atlassian.jira.plugin.system.customfieldtypes:textarea;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Prüfsumme;;;;;;;2025-01-13 15:29:07.087;22795.0
12100;com.atlassian.jira.plugin.system.customfieldtypes:textfield;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Artifact-Version;;;;;;;2025-01-13 14:29:07.030;19221.0
12200;com.atlassian.jira.plugin.system.customfieldtypes:textfield;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;technischer Name / Vorlage;;;;;;;2025-01-09 10:15:22.113;488.0
12201;com.atlassian.jira.plugin.system.customfieldtypes:select;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;Aufgabentyp;HR-Projekt;;;;;;2025-01-13 16:29:07.140;5314.0
12202;com.atlassian.jira.plugin.system.customfieldtypes:textfield;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Testfall;Referenz(en) zur Testfall-ID;;;;;;2024-06-27 12:24:28.927;160.0
12300;com.atlassian.jira.plugin.system.customfieldtypes:select;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;Aufwandsbewertung;;;;;;;2024-12-18 10:15:24.873;348.0
12301;com.atlassian.jira.plugin.system.customfieldtypes:float;com.atlassian.jira.plugin.system.customfieldtypes:exactnumber;Aufwandschätzung C/S in PT;Feld für Individualprojekt OM-Anforderungsmanagement;;;;;;2023-03-29 08:05:40.537;63.0
12400;com.atlassian.jira.plugin.system.customfieldtypes:select;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;darf kontaktiert werden;;;;;;;2021-08-26 09:21:37.397;0.0
12401;com.atlassian.jira.plugin.system.customfieldtypes:textarea;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Ergebnis;;;;;;;2021-01-28 13:32:27.363;0.0
12402;com.onresolve.jira.groovy.groovyrunner:hideable-textarea;;Userliste_hidden;"für Ideenmanagement; nicht mehr verwendet (23.06.2020)";;;;;;;
12403;com.atlassian.jira.plugin.system.customfieldtypes:textarea;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Feature-ID;;;;;;;2024-09-23 11:14:53.983;1630.0
12404;com.atlassian.jira.plugin.system.customfieldtypes:multiselect;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;Arbeitstyp;;;;;;;2020-07-08 15:38:44.387;48.0
12406;com.atlassian.jira.plugin.system.customfieldtypes:float;com.atlassian.jira.plugin.system.customfieldtypes:exactnumber;Aufwandsschätzung POSY;Feld für Individualprojekt OM-Anforderungsmanagement;;;;;;2022-02-17 12:31:17.637;28.0
12407;com.atlassian.jira.plugin.system.customfieldtypes:float;com.atlassian.jira.plugin.system.customfieldtypes:exactnumber;Aufwandsschätzung DOPiX;Feld für Individualprojekt OM-Anforderungsmanagement;;;;;;2022-05-16 13:50:30.527;11.0
12408;com.atlassian.jira.plugin.system.customfieldtypes:float;com.atlassian.jira.plugin.system.customfieldtypes:exactnumber;Aufwandsschätzung Admin;Feld für Individualprojekt OM-Anforderungsmanagement;;;;;;2022-05-16 13:50:34.767;1.0
12409;com.atlassian.jira.plugin.system.customfieldtypes:userpicker;com.atlassian.jira.plugin.system.customfieldtypes:userpickergroupsearcher;Business Owner;Business Owner kennt die Anforderung, nimmt diese nach Umsetzung ab und stellt Tester zur Verfügung;;;;;;2025-01-09 16:15:22.600;892.0
12410;com.atlassian.jira.plugin.system.customfieldtypes:select;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;AML: Kategorie;AML: Auswahl-Feld Anforderung/CR;;;;;;2025-01-09 09:15:22.057;619.0
